offset_dec offset_hex byte_hex bits       field
      1215 0x000004bf 9f       10011111 block.tx[4].vout[0].script_pubkey
      1216 0x000004c0 2e       00101110 block.tx[4].vout[0].script_pubkey
      1217 0x000004c1 90       10010000 block.tx[4].vout[0].script_pubkey
      1218 0x000004c2 fb       11111011 block.tx[4].vout[0].script_pubkey
      1219 0x000004c3 72       01110010 block.tx[4].vout[0].script_pubkey
      1220 0x000004c4 5c       01011100 block.tx[4].vout[0].script_pubkey
      1221 0x000004c5 9b       10011011 block.tx[4].vout[0].script_pubkey
      1222 0x000004c6 9e       10011110 block.tx[4].vout[0].script_pubkey
      1223 0x000004c7 06       00000110 block.tx[4].vout[0].script_pubkey
      1224 0x000004c8 2e       00101110 block.tx[4].vout[0].script_pubkey
      1225 0x000004c9 6f       01101111 block.tx[4].vout[0].script_pubkey
      1226 0x000004ca e6       11100110 block.tx[4].vout[0].script_pubkey
      1227 0x000004cb cc       11001100 block.tx[4].vout[0].script_pubkey
      1228 0x000004cc f4       11110100 block.tx[4].vout[0].script_pubkey
      1229 0x000004cd eb       11101011 block.tx[4].vout[0].script_pubkey
      1230 0x000004ce b3       10110011 block.tx[4].vout[0].script_pubkey
      1231 0x000004cf 32       00110010 block.tx[4].vout[0].script_pubkey
      1232 0x000004d0 bb       10111011 block.tx[4].vout[0].script_pubkey
      1233 0x000004d1 70       01110000 block.tx[4].vout[0].script_pubkey
      1234 0x000004d2 de       11011110 block.tx[4].vout[0].script_pubkey
      1235 0x000004d3 2d       00101101 block.tx[4].vout[1].value_satoshi
      1236 0x000004d4 aa       10101010 block.tx[4].vout[1].value_satoshi
      1237 0x000004d5 16       00010110 block.tx[4].vout[1].value_satoshi
      1238 0x000004d6 07       00000111 block.tx[4].vout[1].value_satoshi
      1239 0x000004d7 00       00000000 block.tx[4].vout[1].value_satoshi
      1240 0x000004d8 00       00000000 block.tx[4].vout[1].value_satoshi
      1241 0x000004d9 00       00000000 block.tx[4].vout[1].value_satoshi
      1242 0x000004da 00       00000000 block.tx[4].vout[1].value_satoshi
      1243 0x000004db 22       00100010 block.tx[4].vout[1].script_pubkey_length
      1244 0x000004dc 00       00000000 block.tx[4].vout[1].script_pubkey
      1245 0x000004dd 20       00100000 block.tx[4].vout[1].script_pubkey
      1246 0x000004de e9       11101001 block.tx[4].vout[1].script_pubkey
      1247 0x000004df 62       01100010 block.tx[4].vout[1].script_pubkey
      1248 0x000004e0 42       01000010 block.tx[4].vout[1].script_pubkey
      1249 0x000004e1 e8       11101000 block.tx[4].vout[1].script_pubkey
      1250 0x000004e2 d7       11010111 block.tx[4].vout[1].script_pubkey
      1251 0x000004e3 05       00000101 block.tx[4].vout[1].script_pubkey
      1252 0x000004e4 66       01100110 block.tx[4].vout[1].script_pubkey
      1253 0x000004e5 45       01000101 block.tx[4].vout[1].script_pubkey
      1254 0x000004e6 8a       10001010 block.tx[4].vout[1].script_pubkey
      1255 0x000004e7 42       01000010 block.tx[4].vout[1].script_pubkey
      1256 0x000004e8 5d       01011101 block.tx[4].vout[1].script_pubkey
      1257 0x000004e9 6b       01101011 block.tx[4].vout[1].script_pubkey
      1258 0x000004ea 3c       00111100 block.tx[4].vout[1].script_pubkey
      1259 0x000004eb d8       11011000 block.tx[4].vout[1].script_pubkey
      1260 0x000004ec ed       11101101 block.tx[4].vout[1].script_pubkey
      1261 0x000004ed 81       10000001 block.tx[4].vout[1].script_pubkey
      1262 0x000004ee ed       11101101 block.tx[4].vout[1].script_pubkey
      1263 0x000004ef d5       11010101 block.tx[4].vout[1].script_pubkey
      1264 0x000004f0 c7       11000111 block.tx[4].vout[1].script_pubkey
      1265 0x000004f1 f8       11111000 block.tx[4].vout[1].script_pubkey
      1266 0x000004f2 50       01010000 block.tx[4].vout[1].script_pubkey
      1267 0x000004f3 1a       00011010 block.tx[4].vout[1].script_pubkey
      1268 0x000004f4 e1       11100001 block.tx[4].vout[1].script_pubkey
      1269 0x000004f5 1b       00011011 block.tx[4].vout[1].script_pubkey
      1270 0x000004f6 fd       11111101 block.tx[4].vout[1].script_pubkey
      1271 0x000004f7 13       00010011 block.tx[4].vout[1].script_pubkey
      1272 0x000004f8 58       01011000 block.tx[4].vout[1].script_pubkey
      1273 0x000004f9 a7       10100111 block.tx[4].vout[1].script_pubkey
      1274 0x000004fa 80       10000000 block.tx[4].vout[1].script_pubkey
      1275 0x000004fb c3       11000011 block.tx[4].vout[1].script_pubkey
      1276 0x000004fc 89       10001001 block.tx[4].vout[1].script_pubkey
      1277 0x000004fd f8       11111000 block.tx[4].vout[1].script_pubkey
      1278 0x000004fe 04       00000100 block.tx[4].vin[0].witness_count
      1279 0x000004ff 00       00000000 block.tx[4].vin[0].witness[0].length
      1280 0x00000500 47       01000111 block.tx[4].vin[0].witness[1].length
      1281 0x00000501 30       00110000 block.tx[4].vin[0].witness[1].data
      1282 0x00000502 44       01000100 block.tx[4].vin[0].witness[1].data
      1283 0x00000503 02       00000010 block.tx[4].vin[0].witness[1].data
      1284 0x00000504 20       00100000 block.tx[4].vin[0].witness[1].data
      1285 0x00000505 6e       01101110 block.tx[4].vin[0].witness[1].data
      1286 0x00000506 b7       10110111 block.tx[4].vin[0].witness[1].data
      1287 0x00000507 7c       01111100 block.tx[4].vin[0].witness[1].data
      1288 0x00000508 26       00100110 block.tx[4].vin[0].witness[1].data
      1289 0x00000509 e9       11101001 block.tx[4].vin[0].witness[1].data
      1290 0x0000050a d2       11010010 block.tx[4].vin[0].witness[1].data
      1291 0x0000050b 96       10010110 block.tx[4].vin[0].witness[1].data
      1292 0x0000050c 33       00110011 block.tx[4].vin[0].witness[1].data
      1293 0x0000050d 86       10000110 block.tx[4].vin[0].witness[1].data
      1294 0x0000050e 0b       00001011 block.tx[4].vin[0].witness[1].data
      1295 0x0000050f 92       10010010 block.tx[4].vin[0].witness[1].data
      1296 0x00000510 68       01101000 block.tx[4].vin[0].witness[1].data
      1297 0x00000511 a8       10101000 block.tx[4].vin[0].witness[1].data
      1298 0x00000512 72       01110010 block.tx[4].vin[0].witness[1].data
      1299 0x00000513 96       10010110 block.tx[4].vin[0].witness[1].data
      1300 0x00000514 87       10000111 block.tx[4].vin[0].witness[1].data
      1301 0x00000515 87       10000111 block.tx[4].vin[0].witness[1].data
      1302 0x00000516 8b       10001011 block.tx[4].vin[0].witness[1].data
      1303 0x00000517 f8       11111000 block.tx[4].vin[0].witness[1].data
      1304 0x00000518 ff       11111111 block.tx[4].vin[0].witness[1].data
      1305 0x00000519 87       10000111 block.tx[4].vin[0].witness[1].data
      1306 0x0000051a 62       01100010 block.tx[4].vin[0].witness[1].data
      1307 0x0000051b 68       01101000 block.tx[4].vin[0].witness[1].data
      1308 0x0000051c d7       11010111 block.tx[4].vin[0].witness[1].data
      1309 0x0000051d d0       11010000 block.tx[4].vin[0].witness[1].data
      1310 0x0000051e ea       11101010 block.tx[4].vin[0].witness[1].data
      1311 0x0000051f a6       10100110 block.tx[4].vin[0].witness[1].data
      1312 0x00000520 84       10000100 block.tx[4].vin[0].witness[1].data
      1313 0x00000521 6b       01101011 block.tx[4].vin[0].witness[1].data
      1314 0x00000522 92       10010010 block.tx[4].vin[0].witness[1].data
      1315 0x00000523 e4       11100100 block.tx[4].vin[0].witness[1].data
      1316 0x00000524 db       11011011 block.tx[4].vin[0].witness[1].data
      1317 0x00000525 02       00000010 block.tx[4].vin[0].witness[1].data
      1318 0x00000526 20       00100000 block.tx[4].vin[0].witness[1].data
      1319 0x00000527 35       00110101 block.tx[4].vin[0].witness[1].data
      1320 0x00000528 58       01011000 block.tx[4].vin[0].witness[1].data
      1321 0x00000529 7d       01111101 block.tx[4].vin[0].witness[1].data
      1322 0x0000052a 18       00011000 block.tx[4].vin[0].witness[1].data
      1323 0x0000052b a6       10100110 block.tx[4].vin[0].witness[1].data
      1324 0x0000052c 0e       00001110 block.tx[4].vin[0].witness[1].data
      1325 0x0000052d 1a       00011010 block.tx[4].vin[0].witness[1].data
      1326 0x0000052e f7       11110111 block.tx[4].vin[0].witness[1].data
      1327 0x0000052f 24       00100100 block.tx[4].vin[0].witness[1].data
      1328 0x00000530 d3       11010011 block.tx[4].vin[0].witness[1].data
      1329 0x00000531 25       00100101 block.tx[4].vin[0].witness[1].data
      1330 0x00000532 80       10000000 block.tx[4].vin[0].witness[1].data
      1331 0x00000533 bb       10111011 block.tx[4].vin[0].witness[1].data
      1332 0x00000534 b2       10110010 block.tx[4].vin[0].witness[1].data
      1333 0x00000535 9b       10011011 block.tx[4].vin[0].witness[1].data
      1334 0x00000536 de       11011110 block.tx[4].vin[0].witness[1].data
      1335 0x00000537 4d       01001101 block.tx[4].vin[0].witness[1].data
      1336 0x00000538 4d       01001101 block.tx[4].vin[0].witness[1].data
      1337 0x00000539 96       10010110 block.tx[4].vin[0].witness[1].data
      1338 0x0000053a a1       10100001 block.tx[4].vin[0].witness[1].data
      1339 0x0000053b 70       01110000 block.tx[4].vin[0].witness[1].data
      1340 0x0000053c 9b       10011011 block.tx[4].vin[0].witness[1].data
      1341 0x0000053d d6       11010110 block.tx[4].vin[0].witness[1].data
      1342 0x0000053e 77       01110111 block.tx[4].vin[0].witness[1].data
      1343 0x0000053f 10       00010000 block.tx[4].vin[0].witness[1].data
      1344 0x00000540 55       01010101 block.tx[4].vin[0].witness[1].data
      1345 0x00000541 29       00101001 block.tx[4].vin[0].witness[1].data
      1346 0x00000542 ae       10101110 block.tx[4].vin[0].witness[1].data
      1347 0x00000543 c4       11000100 block.tx[4].vin[0].witness[1].data
      1348 0x00000544 88       10001000 block.tx[4].vin[0].witness[1].data
      1349 0x00000545 5b       01011011 block.tx[4].vin[0].witness[1].data
      1350 0x00000546 e7       11100111 block.tx[4].vin[0].witness[1].data
      1351 0x00000547 01       00000001 block.tx[4].vin[0].witness[1].data
      1352 0x00000548 48       01001000 block.tx[4].vin[0].witness[2].length
      1353 0x00000549 30       00110000 block.tx[4].vin[0].witness[2].data
      1354 0x0000054a 45       01000101 block.tx[4].vin[0].witness[2].data
      1355 0x0000054b 02       00000010 block.tx[4].vin[0].witness[2].data
      1356 0x0000054c 21       00100001 block.tx[4].vin[0].witness[2].data
      1357 0x0000054d 00       00000000 block.tx[4].vin[0].witness[2].data
      1358 0x0000054e ed       11101101 block.tx[4].vin[0].witness[2].data
      1359 0x0000054f fb       11111011 block.tx[4].vin[0].witness[2].data
      1360 0x00000550 e2       11100010 block.tx[4].vin[0].witness[2].data
      1361 0x00000551 df       11011111 block.tx[4].vin[0].witness[2].data
      1362 0x00000552 a7       10100111 block.tx[4].vin[0].witness[2].data
      1363 0x00000553 58       01011000 block.tx[4].vin[0].witness[2].data
      1364 0x00000554 9d       10011101 block.tx[4].vin[0].witness[2].data
      1365 0x00000555 0a       00001010 block.tx[4].vin[0].witness[2].data
      1366 0x00000556 4f       01001111 block.tx[4].vin[0].witness[2].data
      1367 0x00000557 95       10010101 block.tx[4].vin[0].witness[2].data
      1368 0x00000558 d5       11010101 block.tx[4].vin[0].witness[2].data
      1369 0x00000559 84       10000100 block.tx[4].vin[0].witness[2].data
      1370 0x0000055a d2       11010010 block.tx[4].vin[0].witness[2].data
      1371 0x0000055b ae       10101110 block.tx[4].vin[0].witness[2].data
      1372 0x0000055c 7d       01111101 block.tx[4].vin[0].witness[2].data
      1373 0x0000055d 79       01111001 block.tx[4].vin[0].witness[2].data
      1374 0x0000055e 89       10001001 block.tx[4].vin[0].witness[2].data
      1375 0x0000055f 0e       00001110 block.tx[4].vin[0].witness[2].data
      1376 0x00000560 cf       11001111 block.tx[4].vin[0].witness[2].data
      1377 0x00000561 51       01010001 block.tx[4].vin[0].witness[2].data
      1378 0x00000562 0d       00001101 block.tx[4].vin[0].witness[2].data
      1379 0x00000563 8d       10001101 block.tx[4].vin[0].witness[2].data
      1380 0x00000564 c1       11000001 block.tx[4].vin[0].witness[2].data
      1381 0x00000565 e0       11100000 block.tx[4].vin[0].witness[2].data
      1382 0x00000566 f6       11110110 block.tx[4].vin[0].witness[2].data
      1383 0x00000567 2a       00101010 block.tx[4].vin[0].witness[2].data
      1384 0x00000568 bd       10111101 block.tx[4].vin[0].witness[2].data
      1385 0x00000569 5e       01011110 block.tx[4].vin[0].witness[2].data
      1386 0x0000056a 44       01000100 block.tx[4].vin[0].witness[2].data
      1387 0x0000056b a9       10101001 block.tx[4].vin[0].witness[2].data
      1388 0x0000056c e8       11101000 block.tx[4].vin[0].witness[2].data
      1389 0x0000056d ce       11001110 block.tx[4].vin[0].witness[2].data
      1390 0x0000056e 02       00000010 block.tx[4].vin[0].witness[2].data
      1391 0x0000056f 20       00100000 block.tx[4].vin[0].witness[2].data
      1392 0x00000570 4a       01001010 block.tx[4].vin[0].witness[2].data
      1393 0x00000571 77       01110111 block.tx[4].vin[0].witness[2].data
      1394 0x00000572 f9       11111001 block.tx[4].vin[0].witness[2].data
      1395 0x00000573 43       01000011 block.tx[4].vin[0].witness[2].data
      1396 0x00000574 52       01010010 block.tx[4].vin[0].witness[2].data
      1397 0x00000575 a1       10100001 block.tx[4].vin[0].witness[2].data
      1398 0x00000576 6d       01101101 block.tx[4].vin[0].witness[2].data
      1399 0x00000577 a0       10100000 block.tx[4].vin[0].witness[2].data
      1400 0x00000578 71       01110001 block.tx[4].vin[0].witness[2].data
      1401 0x00000579 c4       11000100 block.tx[4].vin[0].witness[2].data
      1402 0x0000057a 6e       01101110 block.tx[4].vin[0].witness[2].data
      1403 0x0000057b 39       00111001 block.tx[4].vin[0].witness[2].data
      1404 0x0000057c 42       01000010 block.tx[4].vin[0].witness[2].data
      1405 0x0000057d 0b       00001011 block.tx[4].vin[0].witness[2].data
      1406 0x0000057e 5f       01011111 block.tx[4].vin[0].witness[2].data
      1407 0x0000057f e3       11100011 block.tx[4].vin[0].witness[2].data
      1408 0x00000580 ea       11101010 block.tx[4].vin[0].witness[2].data
      1409 0x00000581 48       01001000 block.tx[4].vin[0].witness[2].data
      1410 0x00000582 7e       01111110 block.tx[4].vin[0].witness[2].data
      1411 0x00000583 d6       11010110 block.tx[4].vin[0].witness[2].data
      1412 0x00000584 dc       11011100 block.tx[4].vin[0].witness[2].data
      1413 0x00000585 3e       00111110 block.tx[4].vin[0].witness[2].data
      1414 0x00000586 af       10101111 block.tx[4].vin[0].witness[2].data
      1415 0x00000587 f0       11110000 block.tx[4].vin[0].witness[2].data
      1416 0x00000588 fa       11111010 block.tx[4].vin[0].witness[2].data
      1417 0x00000589 dc       11011100 block.tx[4].vin[0].witness[2].data
      1418 0x0000058a 9e       10011110 block.tx[4].vin[0].witness[2].data
      1419 0x0000058b 16       00010110 block.tx[4].vin[0].witness[2].data
      1420 0x0000058c 79       01111001 block.tx[4].vin[0].witness[2].data
      1421 0x0000058d 8b       10001011 block.tx[4].vin[0].witness[2].data
      1422 0x0000058e 25       00100101 block.tx[4].vin[0].witness[2].data
      1423 0x0000058f d1       11010001 block.tx[4].vin[0].witness[2].data
      1424 0x00000590 01       00000001 block.tx[4].vin[0].witness[2].data
